MTO_Number,Production_Orders,Materials
AS2511009-2,175,"05.06.05.055,05.05.05.064,05.06.05.051,05.05.05.039,05.05.08.10,05.07.15.05,05.07.15.06,05.07.15.03,05.11.06,05.11.05,05.07.15.04,05.07.15.02,05.07.15.07,05.07.21.02,05.07.21.04,05.07.21.07,05.07.21.03,05.07.21.06,05.07.21.05,05.07.21.01,05.05.01.041,05.05.03.004,05.05.04.032,05.07.02.06,05.07.02.04,05.06.18.01,05.06.08.010,05.06.03.02,05.06.02.01,05.20.03.02.041,05.05.04.053,05.20.02.03.052,05.05.10.045,05.08.02.02.023,05.06.18.06,05.06.08.006,05.06.09.24,05.06.02.28,05.06.02.27,05.06.02.26,05.06.18.03,05.06.12.015,05.06.08.021,05.06.09.14,05.06.02.14,05.06.01.05,05.20.03.02.044,05.05.22.05,05.05.20.04,05.20.02.03.032,05.20.02.10.024,05.05.10.025,05.08.02.02.012,05.20.04.01.21.05,05.20.04.01.21.06,05.11.08,05.20.04.01.21.03,05.10.10.01,05.10.12.01,05.10.11.01,05.10.14.03,05.10.14.02,05.10.14.01,05.11.11,05.11.09,05.11.07,05.20.02.11.004,05.20.02.11.005,05.11.04,05.11.03,05.11.02,05.11.01,05.20.04.01.21.04,05.20.04.01.21.02,05.20.04.01.21.07,05.07.21.08,05.20.04.01.20.02,03.02.04.030,05.20.04.01.20.04,05.20.04.01.20.07,05.20.04.01.20.03,03.05.001,05.20.04.01.20.06,05.20.04.01.20.05,05.20.04.01.20.01,03.03.001,03.02.11.072,03.02.11.132,05.20.04.01.20.08,07.18.364,07.05.16.02,07.04.031,07.05.16.04,07.18.242,07.05.11.05,07.05.11.06,07.05.16.07,07.15.006,07.05.16.03,07.05.11.03,07.15.005,07.05.11.04,07.05.16.06,07.05.11.02,07.05.11.07,07.05.16.05,07.05.16.01,07.05.16.08"
AS2511009-1,165,"05.06.05.055,05.05.05.064,05.11.06,05.11.05,05.06.05.051,05.05.05.039,05.05.08.10,05.07.15.05,05.07.15.06,05.07.15.04,05.07.15.03,05.07.15.02,05.07.15.07,05.07.21.02,05.07.21.04,05.07.21.07,05.07.21.03,05.07.21.06,05.07.21.05,05.05.01.041,05.05.03.004,05.05.04.032,05.07.02.06,05.07.02.04,05.06.18.01,05.06.08.010,05.06.03.02,05.06.02.01,05.20.03.02.041,05.05.04.053,05.20.02.03.052,05.08.02.02.023,05.11.08,05.10.10.01,05.10.12.01,05.10.11.01,05.10.14.03,05.10.14.02,05.10.14.01,05.11.11,05.11.09,05.11.07,05.20.02.11.004,05.20.02.11.005,05.11.04,05.11.03,05.11.02,05.11.01,05.06.18.06,05.06.08.006,05.06.09.24,05.06.02.28,05.06.02.27,05.06.02.26,05.06.18.03,05.06.12.015,05.06.08.021,05.06.09.14,05.06.02.14,05.06.01.05,05.20.03.02.044,05.05.22.05,05.05.20.04,05.20.02.03.032,05.20.02.10.024,05.05.10.025,05.08.02.02.012,05.20.04.01.21.05,05.20.04.01.21.06,05.20.04.01.21.04,05.20.04.01.21.03,05.20.04.01.21.02,05.20.04.01.21.07,05.20.04.01.20.02,03.05.001,03.02.04.030,05.20.04.01.20.04,05.20.04.01.20.07,05.20.04.01.20.03,05.20.04.01.20.06,03.03.001,05.20.04.01.20.05,03.02.11.072,03.02.11.132,07.18.364,07.15.006,07.05.16.02,07.15.005,07.04.031,07.18.242,07.05.11.05,07.05.11.06,07.05.16.04,07.05.11.04,07.05.11.03,07.05.16.07,07.05.16.03,07.05.16.06,07.05.11.02,07.05.11.07,07.05.16.05"
AS2511008,14,"05.16.01.02,05.16.01.01,05.16.01.03,05.20.01.08.002,05.20.01.08.001,05.16.01.06,05.20.01.08.003,03.03.001,07.08.002,07.08.001,07.08.003"
AS2511006,60,"05.05.05.043,05.02.21.04,05.02.24.01,05.16.01.03,05.06.05.035,05.06.05.037,05.02.11.03,05.05.03.006,05.05.22.04,05.05.19.02,05.05.04.037,05.20.02.03.035,05.05.08.11,05.05.10.030,05.08.01.01.012,05.02.20.18,05.20.01.03.006,05.20.01.11.003,05.02.04.060,05.16.01.06,05.20.01.08.003,05.06.18.06,05.06.02.09,05.06.08.033,05.20.03.02.035,05.06.12.024,05.06.09.19,05.06.08.035,05.06.17.01,05.06.18.05,05.06.03.09,05.06.02.22,05.06.04.066,05.20.03.02.037,05.07.26.05,03.02.02.086,03.02.08.001,03.04.001,03.03.001,05.20.04.01.19.04,07.18.285,07.02.057,07.08.003,07.04.017,07.04.016,07.04.018,07.05.22.04"
AS2511005,17,"05.06.05.008,05.05.11.26,05.05.05.054,05.06.18.06,05.06.07.008,05.06.04.036,05.06.04.035,05.06.04.048,05.20.03.02.051,05.20.02.06.008,05.05.12.17,05.20.02.05.009,05.05.10.037,05.20.02.09.006.001,03.03.001,05.02.10.21,07.18.328"
AS2511003,29,"05.06.05.010,05.05.07.08,05.06.12.001,05.05.03.004,05.05.12.02,05.05.05.006,05.06.18.02,05.06.08.009.01,05.06.09.07,05.06.01.03,05.20.03.02.012,05.05.01.050,05.05.01.049,05.05.01.005,05.05.06.04,05.05.04.004,05.20.02.10.014,05.05.09.006,05.08.01.02.002,03.03.001,03.02.11.091,07.18.055"
AS2510072,35,"03.02.02.150,03.03.001,07.07.004,07.02.038,07.25.75,07.02.124,07.02.024,07.06.004,07.02.037,07.01.08,07.01.74,07.01.06,07.02.084,07.02.138,07.02.135,07.18.114,07.17.043,07.17.045,07.02.068,07.17.144,07.17.145,07.17.139,07.17.140,07.17.138,07.17.146,03.05.001"
AS2510071-3,32,"05.02.21.06,05.02.24.02,05.02.11.03,05.02.04.060,05.02.20.18,05.02.19.01,05.02.22.01,05.20.01.03.009,05.20.01.11.005,03.03.001,03.04.001,03.02.02.169,03.02.02.168,07.02.070"
AS2510071-2B,334,"05.05.12.18,05.20.02.05.010,05.02.04.128,05.05.11.18,05.06.05.009,05.05.05.007,05.05.05.059,05.05.05.067,05.06.04.018,05.06.05.017,05.06.05.011,05.06.04.014,05.05.05.040,05.06.05.018,05.06.05.043,05.02.12.33,05.06.05.030,05.06.05.014,05.06.05.031,05.07.14.01,05.06.05.028,05.02.03.065,05.05.05.021,05.02.12.36,05.05.05.055,05.05.06.15,05.06.15.04,05.05.05.034,05.05.05.069,05.05.05.020,05.05.03.004,05.05.08.10,05.06.12.011,05.06.08.008,05.06.02.07,05.20.03.02.011,05.05.02.03,05.05.02.16,05.05.13.01,05.05.12.03,05.05.04.005,05.20.02.03.007,05.05.08.23,05.05.09.052,05.08.01.02.003,05.05.04.049,05.20.02.03.049,05.05.10.041,05.08.02.02.021,05.05.10.046,05.05.05.068,05.20.02.03.055,05.08.02.02.024,05.06.20.02,05.06.24.03,05.06.21.02,05.06.04.026,05.20.03.02.048,05.20.03.02.020,05.06.24.01,05.06.12.018,05.06.12.012,05.06.08.011,05.06.09.09,05.06.21.01,05.06.20.01,05.06.04.025,05.06.02.16,05.20.03.02.014,05.20.03.02.047,05.05.09.030,05.05.04.034,05.20.02.03.033,05.05.10.062,05.08.02.02.014,05.06.09.12,05.06.02.11,05.06.12.019,05.06.12.014,05.06.08.051,05.20.03.02.057,05.06.07.026,05.06.08.054,05.20.03.01.040,05.06.12.005,05.06.07.029,05.20.02.12.001,05.06.07.018,05.20.03.02.031,05.06.12.039,05.06.08.012,05.06.02.04,05.20.03.02.016,05.06.08.052,05.06.07.027,05.20.03.02.032,05.07.03.05,05.07.02.08,05.20.04.01.09.01,05.06.18.01,05.06.12.016,05.06.08.025,05.06.09.16,05.06.03.08,05.06.02.19,05.20.03.02.029,05.20.02.06.008,05.05.09.014,05.05.04.020,05.20.02.03.020,05.05.10.060,05.08.01.02.013,05.05.03.011,05.05.05.057,05.20.02.09.007,05.05.04.047,05.20.02.03.047,05.05.10.059,05.08.01.02.019,05.05.01.023,05.05.02.12,05.05.10.058,05.20.02.04.004,05.05.04.035,05.05.05.041,05.08.01.02.016,05.05.01.039,05.05.09.025,05.05.15.01,05.05.22.03,05.05.20.01,05.05.01.057,05.20.02.07.001,05.05.10.056,05.05.04.028,05.20.02.03.028,05.08.01.02.015,05.05.03.012,05.05.10.048,05.05.05.070,05.20.02.03.056,05.08.02.02.025,05.05.03.002,05.05.13.03,05.05.02.08,05.05.01.051,05.05.01.010,05.05.12.09,05.05.06.12,05.05.04.018,05.20.02.03.019,05.05.08.09,05.05.10.015,05.08.01.01.004,05.05.17.02,03.03.001,03.02.11.053,03.02.11.069,03.02.11.055,03.02.03.044,03.02.03.018,03.02.03.030,03.02.03.017,03.02.03.027,03.02.11.068,03.02.03.046,03.02.11.051,03.02.11.054,03.02.03.036,03.02.03.016,03.02.03.051,07.18.261,07.18.333,07.18.132,07.18.064,07.03.043,07.18.131,07.03.012,07.03.064,07.18.375,07.18.276,07.18.266,07.18.377,07.18.376,07.18.330,07.18.269,07.18.275,07.18.137,07.17.053,07.03.027,07.03.062,07.03.060,07.03.044,07.03.036,07.03.073,07.03.026"
AS2510067,31,"07.07.004,07.02.040,07.06.004,07.02.038,07.02.024,07.02.124,07.02.037,07.02.049,07.01.74,07.01.06,07.25.75,07.02.012,07.02.086,07.02.084,07.18.114,07.18.358,07.17.139,07.17.145,07.17.043,07.17.140,07.17.138,07.17.144"
AS2510066,24,"05.02.26.22,05.02.27.007,05.02.20.02,05.20.01.11.030,05.20.01.10.003,05.02.04.006,03.05.001,03.03.001,03.04.001,05.01.06,07.02.008,07.01.06"
AS2510065,15,"05.02.21.06,05.02.24.02,05.02.11.03,05.02.04.060,05.02.20.18,05.02.19.01,05.02.22.01,05.20.01.03.009,05.20.01.11.005,03.03.001,03.04.001,03.02.02.169,03.02.02.168,07.02.070"
AS2510064-3,27,"05.06.05.001,05.05.05.022,05.06.12.001,05.05.03.004,05.05.01.017,05.05.07.14,05.06.18.01,05.06.09.01,05.06.07.001,05.06.03.02,05.06.02.01,05.06.01.01,05.05.01.019,05.05.01.018,05.05.01.016,05.05.09.015,05.05.04.022,05.08.02.02.006,03.03.001,03.05.001,03.02.11.108,07.18.019"
AS2510064-2,42,"05.06.05.001,05.05.05.022,05.06.05.028,05.05.04.026,05.05.05.028,05.05.09.021,05.06.12.001,05.05.03.004,05.05.01.017,05.05.07.14,05.06.07.025,05.06.09.16,05.06.03.08,05.06.02.19,05.08.02.02.009,05.06.18.01,05.06.09.01,05.06.07.001,05.06.03.02,05.06.02.01,05.06.01.01,05.05.01.019,05.05.01.018,05.05.01.016,05.05.09.015,05.05.04.022,05.08.02.02.006,03.03.001,03.05.001,03.02.11.108,07.18.009,07.18.019"
AS2510064-1,38,"05.06.05.001,05.05.05.022,05.06.05.028,05.05.04.026,05.05.05.028,05.05.09.021,05.06.12.001,05.05.03.004,05.05.07.14,05.06.07.025,05.06.09.16,05.06.03.08,05.06.02.19,05.08.02.02.009,05.06.18.01,05.06.09.01,05.06.07.001,05.06.03.02,05.06.02.01,05.06.01.01,05.05.09.015,05.05.04.022,05.08.02.02.006,03.03.001,03.05.001,03.02.11.108,07.18.009,07.18.019"
AS2510063-3,21,"03.04.001,03.03.001,07.02.053,07.02.070,07.05.05.03,07.05.05.02,07.05.05.08,07.05.05.07,07.05.05.06,07.05.05.04,07.05.05.09"
AS2510063-2,24,"03.04.001,03.03.001,05.08.02.02.014,05.08.02.02.011,05.08.02.02.024,03.02.03.042,03.02.03.044,03.02.11.053,03.02.11.052,07.02.053,07.02.070,07.18.261,07.18.235,07.04.005,07.03.072,07.04.071"
AS2510063-1,2,"07.02.070,03.03.001"
AS2510062,32,"05.02.21.06,05.02.24.02,05.02.11.03,05.02.04.060,05.02.20.18,05.02.19.01,05.02.22.01,05.20.01.03.009,05.20.01.11.005,03.03.001,03.04.001,03.02.02.169,03.02.02.168,07.02.070"
AS2510061,34,"05.07.08.05,05.07.08.04,05.02.21.06,05.02.24.02,05.07.08.03,05.02.11.03,05.02.04.060,05.20.04.01.03.05,05.20.04.01.03.04,05.02.20.18,05.02.19.01,05.02.22.01,05.20.01.03.009,05.20.01.11.005,05.07.02.01,05.20.04.01.03.03,03.04.001,03.03.001,03.02.02.169,03.02.02.168,07.05.04.07,07.05.04.06,07.02.070,07.05.04.05"
AS2510060,28,"05.02.21.06,05.02.24.02,05.07.08.05,05.07.08.04,05.02.11.03,05.02.04.060,05.02.20.18,05.02.19.01,05.02.22.01,05.20.01.03.009,05.20.01.11.005,05.20.04.01.03.05,05.07.02.01,05.20.04.01.03.04,03.04.001,03.03.001,03.02.02.169,03.02.02.168,07.02.070,07.05.04.07,07.05.04.06"
AS2510058-A1,27,"03.02.03.037,05.05.05.065,05.06.05.028,05.05.04.026,05.05.09.021,05.06.18.01,05.06.12.016,05.06.07.025,05.06.09.16,05.06.03.08,05.06.02.19,05.20.03.02.029,05.05.03.012,05.20.02.03.053,05.08.02.02.009,03.03.001,03.02.03.022,07.18.445"
AS2510058,265,"05.02.10.01,05.05.05.065,05.02.26.12,05.05.12.02,05.06.05.023,05.05.05.066,05.06.06.045,05.05.08.03,05.06.06.007,05.06.06.001,05.05.05.036,05.05.05.008,05.06.05.034,05.06.06.008,05.05.05.028,05.07.30.07,05.07.30.06,05.07.30.05,05.07.30.04,05.07.30.03,05.07.30.02,05.07.30.01,05.06.05.054,05.05.08.19,05.05.17.01,05.02.03.028,05.02.01.15,05.02.04.030,05.05.05.006,05.05.07.08,05.05.03.004,05.08.02.02.022,05.05.08.10,05.05.06.05,05.05.07.12,05.08.01.02.004,05.06.12.001,05.05.01.041,05.05.07.11,05.05.04.026,05.05.09.021,05.02.27.004,05.20.01.11.021,05.05.01.050,05.05.01.049,05.05.01.005,05.05.06.04,05.20.02.05.002,05.05.04.004,05.05.09.006,05.08.01.02.002,05.20.03.02.025,05.06.07.014,05.05.04.022,05.20.02.03.054,05.05.09.015,05.08.02.02.006,05.06.03.11,05.06.02.30,05.20.03.01.035,05.05.05.063,05.05.04.052,05.05.02.13,05.05.20.03,05.20.02.10.006,05.05.09.041,05.06.22.01,05.06.12.010,05.06.07.008,05.06.02.07,05.20.03.01.043,05.06.18.01,05.06.09.01,05.06.07.001,05.06.03.02,05.06.02.01,05.06.01.01,05.20.03.01.002,05.05.06.14,05.05.04.030,05.20.02.03.030,05.05.09.027,05.08.01.01.009,05.05.10.005,05.05.20.05,05.05.02.20,05.05.01.022,05.05.04.006,05.20.02.03.008,05.05.09.008,05.06.12.015,05.06.08.032,05.20.03.01.025,05.06.18.02,05.06.09.07,05.06.07.009,05.06.01.03,05.20.03.01.045,05.05.22.05,05.05.20.04,05.20.02.03.026,05.20.04.01.16.01,05.20.04.01.16.02,05.20.04.01.16.03,05.07.02.01,05.20.04.01.16.04,05.20.04.01.16.05,05.20.04.01.16.06,05.07.02.03,05.20.04.01.16.07,05.06.18.06,05.06.21.01,05.06.20.01,05.06.04.056,05.06.12.020,05.06.12.029,05.06.01.09,05.06.01.07,05.06.14.05,05.06.02.32,05.06.09.25,05.06.08.045,05.06.04.001,05.06.04.037,05.06.04.055,05.20.03.02.052,05.05.03.014,05.05.19.03,05.05.22.06,05.05.01.044,05.05.05.072,05.05.04.055,05.20.02.10.030,05.05.10.050,05.08.01.02.021,05.05.03.015,05.20.02.03.053,05.08.02.02.009,03.01.001,03.02.04.042,03.03.001,05.20.02.01.002,03.02.11.022,03.02.11.105,03.02.11.132,07.02.031,07.03.011,07.18.057,07.03.071,07.18.003,07.18.358,07.18.198,07.18.020,07.03.013,07.04.013,07.04.052,07.03.035,07.05.26.07,07.05.26.06,07.05.26.05,07.05.26.04,07.05.26.03,07.05.26.02,07.05.26.01,07.18.450,07.03.070"
AS2510057,2,05.01.07.01.02
AS2510056,26,"05.07.08.03,05.06.05.031,05.07.08.07,05.07.08.06,05.05.03.004,05.05.01.017,05.05.07.11,05.20.04.01.03.03,05.06.07.027,05.20.03.02.032,05.05.01.016,05.20.02.03.026,05.05.09.055,05.05.11.10,05.20.04.01.03.07,05.07.02.01,05.20.04.01.03.06,03.02.03.037,03.03.001,07.05.04.05,07.18.203,07.05.04.09,07.05.04.08"
AS2510054-2,23,"05.05.08.02,05.05.03.004,05.05.06.05,05.05.05.008,05.08.01.02.004,05.05.01.050,05.05.01.049,05.05.01.005,05.05.04.006,05.20.02.10.005,05.05.10.005,03.03.001,03.02.03.025,07.03.013"
AS2510054-1,5,"03.03.001,05.01.06,07.01.06"
AS2510053,12,"07.01.05,03.03.001,05.01.05"
AS2510051,4,"03.03.001,03.04.001,03.02.02.080,07.02.073"
AS2510049,3,"03.03.001,03.04.001,07.01.48"
AS2510046,26,"05.06.12.025,05.06.06.027,05.05.03.004,05.05.05.015,05.05.08.03,05.06.18.01,05.06.12.031,05.06.09.20,05.06.08.007,05.06.02.23,05.06.21.04,05.06.20.05,05.06.04.056,05.06.04.032,05.06.04.031,05.06.04.045,05.05.18.01,05.05.04.013,05.05.10.010,05.08.01.01.002,03.03.001,03.02.11.132,07.18.112,05.05.08.24"
AS2510044-8,13,"05.02.27.007,05.02.26.22,05.02.20.02,05.20.01.11.030,05.20.01.10.003,05.02.04.006,03.05.001,03.04.001,03.03.001,07.02.008"
AS2510044-7,4,"05.07.21.07,03.03.001,05.20.04.01.20.07,06.05.16.07"
AS2510044-6,4,"05.07.21.06,05.20.04.01.20.06,03.03.001,06.05.16.06"
AS2510044-5,4,"05.07.21.05,05.20.04.01.20.05,03.03.001,06.05.16.05"
AS2510044-4,4,"05.07.21.04,05.20.04.01.20.04,03.03.001,06.05.16.04"
AS2510044-3,4,"05.07.21.03,03.03.001,05.20.04.01.20.03,06.05.16.03"
AS2510044-2,2,"03.03.001,07.23.039"
AS2510044-1,6,"05.20.01.11.028,05.20.01.10.023,03.03.001,03.04.001,03.05.001,07.02.051"
AS2510043-5,3,"03.05.001,03.03.001,07.01.50"
AS2510043-4,3,"03.05.001,03.03.001,07.01.50"
AS2510043-3,3,"03.03.001,03.05.001,07.01.46"
AS2510043-2,5,"03.03.001,03.04.001,03.05.001,05.01.10,07.01.10"
AS2510043-1,5,"05.01.06,03.03.001,03.04.001,03.05.001,07.25.06"
AS2510041,12,"05.02.26.25,05.02.01.08,05.02.20.17,05.20.01.11.033,05.02.27.011,05.02.04.160,03.03.001,03.02.02.067,07.02.012"
AS2510040,55,"03.02.07.012,03.02.02.126,03.02.06.008,03.02.02.151,03.02.03.032,03.02.02.150,03.02.03.053,03.02.11.015,03.05.001,03.03.001,07.07.004,07.02.040,07.06.004,07.01.74,07.01.06,07.25.75,07.02.124,07.02.084,07.02.024,07.25.57,07.02.049,07.18.114,07.02.012,07.02.086,07.02.068,07.18.360,07.18.358,07.17.045,07.17.144,07.17.145,07.17.140,07.17.138"
AS2510039,48,"03.05.001,03.03.001,03.02.02.150,07.07.004,07.06.004,07.01.06,07.25.75,07.02.124,07.02.038,07.02.040,07.02.086,07.02.049,07.01.74,07.02.037,07.25.57,07.02.012,07.02.084,07.02.024,07.18.358,07.17.138,07.17.144,07.17.139,07.18.360,07.17.140,07.17.145,07.17.043,07.17.146"
AS2510037,147,"05.02.04.075,05.02.26.33,05.02.04.103,05.06.06.018,05.02.24.02,05.02.26.26,05.02.26.45,05.02.26.12,05.02.04.074,05.02.26.03,05.02.26.30,05.16.01.01,05.02.21.04,05.02.14.07,05.05.08.04,05.06.11.02,05.02.21.06,05.02.11.03,05.02.21.02,05.02.03.056,05.02.21.16,05.02.03.028,05.02.27.039,05.02.04.071,05.02.12.16,05.02.20.16,05.02.01.30,05.20.01.11.042,05.02.27.058,05.02.15.25,05.06.08.029,05.05.03.014,05.06.18.01,05.06.11.06,05.06.12.022,05.06.11.01,05.06.11.08,05.06.11.03,05.06.11.05,05.06.11.04,05.06.02.04,05.20.03.02.033,05.20.01.11.005,05.02.04.060,05.02.19.01,05.02.22.01,05.20.01.11.035,05.02.11.02,05.02.04.051,05.02.09.03,05.20.01.11.056,05.02.27.054,05.02.14.12,05.02.04.097,05.02.27.041,05.20.01.11.021,05.02.12.15,05.02.03.003,05.02.13.02,05.20.01.11.014,05.02.20.18,05.02.03.023,05.02.03.015,05.02.27.042,05.20.01.11.039,05.07.26.02,05.07.26.04,05.07.26.01,05.07.26.05,05.07.26.06,05.16.01.06,05.20.01.08.001,03.03.001,05.20.04.01.19.02,05.20.04.01.19.03,05.20.04.01.19.01,05.20.04.01.19.04,05.20.04.01.19.05,07.02.057,07.02.116,07.08.001,07.04.009,07.02.070,07.02.049,07.02.109,07.02.083,07.02.079,07.02.084,07.05.22.06,07.05.22.05,07.05.22.07,07.05.22.04,07.05.22.03"
AS2510036,18,"03.03.001,07.23.002,05.06.06.014,05.06.11.02,05.05.03.004,05.05.08.03,05.06.11.01,05.06.12.017,05.06.11.08,05.06.11.06,05.06.11.03,05.06.11.05,05.06.18.01,05.06.08.023,05.06.02.15,05.20.03.01.018,07.04.088"
AS2510034,46,"03.01.004,03.02.03.060,03.02.04.034,03.03.001,03.04.001,03.02.11.061,03.02.11.060,07.02.020,07.02.053,07.18.422,07.18.351,07.03.079,07.03.030,07.18.018,07.18.392,07.03.014,07.01.10,07.03.042,07.02.011,07.02.032,07.04.037,07.02.067,07.18.019,07.02.057"
AS2510032,14,"03.05.001,03.03.001,03.02.07.012,03.02.06.008,03.02.02.126,03.02.02.150,03.02.02.077"
AS2510031-5,6,"03.03.001,05.01.06,07.01.06"
AS2510031-4,24,"05.02.26.02,05.02.27.003,05.02.20.23,05.02.03.025,05.20.01.11.013,05.02.04.003,03.03.001,03.02.02.067,05.01.06,07.02.003,07.01.06"
AS2510031-3,3,05.01.08
AS2510031-2,60,"05.05.08.04,05.02.26.25,05.02.04.054,05.02.26.21,05.05.03.004,05.05.05.074,05.02.27.017,05.05.13.01,05.05.02.29,05.05.02.21,05.05.04.057,05.20.02.10.020,05.05.10.052,05.08.02.02.028,05.02.20.17,05.02.01.22,05.20.01.11.033,05.02.27.036,05.02.15.13,05.02.20.08,05.20.01.11.029,05.02.04.024,03.03.001,03.02.03.024,03.02.02.068,03.02.02.066,07.03.079,07.02.052,07.02.025"
AS2510031-1,8,"03.03.001,05.01.08,07.01.08"
AS2510030,51,"07.02.068,03.02.02.150,03.05.001,03.03.001,07.07.004,07.02.038,07.25.75,07.06.004,07.02.040,07.02.037,07.02.012,07.02.124,07.02.024,07.01.08,07.01.74,07.01.06,07.01.14,07.02.084,07.25.57,07.02.049,07.18.114,07.02.086,07.02.138,07.17.043,07.18.358,07.17.045,07.17.139,07.17.140,07.17.145,07.17.138"
AS2510022,122,"03.05.001,03.03.001,03.02.03.042,03.02.11.055,03.02.11.052,03.02.03.046,03.02.03.015,03.02.03.036,03.02.11.054,03.02.11.069,03.02.03.051,03.02.03.030,03.02.03.017,03.02.03.014,07.05.04.07,07.05.04.06,07.05.04.05,07.05.04.08,07.05.12.04,07.05.12.03,07.18.064,07.18.275,07.03.064,07.18.235,07.03.036,07.03.043,07.18.137,07.03.052,07.04.060,07.18.333,07.04.008,07.04.059,07.04.005,07.04.070,07.04.004,07.03.062,07.03.012,07.03.044,07.04.007,07.03.040,05.06.05.030,05.06.15.04,05.05.05.034,05.05.08.10,05.06.07.018,05.06.02.04,05.20.03.02.031,05.05.22.03,05.05.15.01,05.05.20.01,05.05.01.039,05.20.02.07.001,05.05.09.025,05.05.04.028,05.20.02.03.028,05.08.01.02.015,03.02.11.051,07.18.269"
AS2510021,25,"07.03.036,07.03.043,07.04.004,07.03.040,07.05.12.03,07.05.12.02,07.04.070,07.05.12.04,03.05.001,03.03.001"
AS2510020,3,"03.03.001,05.06.08.054,07.09.006"
AS2510017,4,"03.03.001,05.01.06,07.01.06"
AS2510016,20,"05.05.07.12,05.05.03.004,05.05.06.05,05.05.05.008,05.06.18.06,05.06.09.23,05.06.08.048,05.06.02.28,05.06.02.27,05.06.06.036,05.05.20.05,05.05.02.20,05.05.01.022,05.05.04.006,05.20.02.10.025,05.05.09.008,05.05.11.22,03.03.001,07.18.076"
AS2510015,10,"03.03.001,05.01.10,05.01.06,05.01.07.01,07.25.10,07.01.06,07.01.07"
AS2510013-A1,1,03.02.11.132
AS2510013,17,"05.02.10.11,05.02.10.12,05.02.20.27,05.02.15.57,05.02.04.059,05.02.15.31,05.02.27.038,05.02.26.12,05.02.26.20,05.02.26.30,05.02.04.055,05.02.27.053"
AS2510011,239,"05.02.10.20,05.05.05.065,05.05.05.022,05.05.12.04,05.05.05.009,05.05.07.07,05.05.05.074,05.08.02.02.029,05.06.06.007,05.05.04.026,05.05.05.028,05.05.01.041,05.05.07.10,05.02.26.51,05.02.01.51,05.02.14.24,05.02.04.158,05.02.36.01,05.02.26.36,05.02.04.109,05.02.26.45,05.02.04.102,05.05.01.040,05.08.02.02.022,05.05.12.14,05.05.05.026,05.05.06.03,05.05.05.004,05.05.07.04,05.05.05.061,05.05.05.053,05.02.03.065,05.06.12.001,05.06.06.001,05.05.03.004,05.05.05.007,05.05.07.06,05.02.08.047,05.05.03.002,05.05.06.06,05.05.04.007,05.05.09.009,05.08.01.02.005,05.05.04.057,05.05.09.045,05.05.03.015,05.06.18.06,05.06.22.01,05.06.12.010,05.06.07.008,05.06.02.07,05.05.09.021,05.08.02.02.009,05.05.22.05,05.05.20.04,05.05.04.022,05.05.09.015,05.08.02.02.006,05.05.03.014,05.05.04.036,05.05.05.042,05.05.09.031,05.08.02.02.015,05.02.20.51,05.05.02.28,05.02.27.072,05.02.22.07,05.02.20.30,05.02.20.29,05.02.01.36,05.02.27.061,05.02.20.24,05.02.22.04,05.02.09.04,05.02.01.29,05.02.27.057,05.05.02.13,05.05.20.03,05.05.04.052,05.05.05.063,05.05.09.041,05.05.09.020,05.08.01.01.006,05.05.03.001,05.05.02.02,05.05.02.23,05.05.02.15,05.05.04.002,05.05.09.004,05.08.02.02.003,05.05.04.050,05.05.09.040,05.08.01.01.016,05.05.12.15,05.05.04.045,05.05.03.012,05.05.09.038,05.06.18.01,05.06.09.01,05.06.07.001,05.06.03.02,05.06.02.01,05.06.01.01,05.05.12.03,05.05.04.005,05.05.09.007,05.08.01.02.003,03.04.001,03.02.04.034,03.03.001,03.02.03.058,03.02.11.132,07.03.014,07.03.079,07.18.018,07.18.392,07.03.070,07.03.035,07.03.030,07.03.045,07.18.369,07.18.198,07.18.019,07.18.278,07.18.351,07.02.138,07.02.124,07.02.115,07.04.037,07.03.068,07.03.012,07.03.009,07.03.034,07.18.189,07.18.035,07.03.065,07.03.057,07.18.444,07.18.443,07.18.066,05.05.10.065"
AS2510010-2,48,"05.02.10.19,05.02.10.18,05.02.20.12,05.02.14.28,05.02.26.06,05.02.04.042,05.02.14.07,05.02.26.33,05.02.04.103,05.02.08.037,05.02.31.02,05.20.01.02.004,05.20.01.03.017,05.02.01.20,05.20.01.11.016,05.02.27.026,05.02.15.58,05.02.20.16,05.20.01.03.003,05.02.01.30,05.20.01.11.042,05.02.27.058,05.02.15.25,03.01.002,03.03.001,03.04.001,05.02.10.21,07.02.042,07.02.116,05.20.01.03.14.001,01.22.003,01.22.004"
AS2510010-1,3,"03.03.001,07.23.006"
AS2510009,18,"05.06.05.035,05.05.05.045,05.06.12.024,05.06.08.034,05.06.04.066,05.20.03.02.035,05.05.03.006,05.05.22.04,05.05.19.02,05.05.04.039,05.20.02.03.037,05.05.08.11,05.05.10.032,05.08.02.02.016,03.03.001,07.04.016,07.03.048"
AS2510008,20,"05.02.08.002,05.07.26.04,05.07.26.05,03.04.001,03.02.07.010,03.02.07.009,05.20.01.01.002,05.04.01,03.03.001,05.20.04.01.19.03,05.20.04.01.19.04,07.07.007,07.05.22.05,07.05.22.04"
AS2510006,1,07.01.05
